#P,E,N. Operació,Fase,Data,Referència,Projecte,Aplicació,Import,Saldo,Exercici,Orgànica,Programa,Econòmica,tercer,Nom terc.,Text lliure,Document,Data doc.,Nº Registro Factura
9,2,2.20180001777e+11,R,43154.0,22018000468.0,,2018 SG4 9311 2200001,224.72,224.72,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 425551 CARTUCHO INKJET HP.CN626AE CIAN    971XL / CARTUCHO INKJET HP.CN625AE NEGRO   970XL,425551,43110.0,F/2018/543
9,2,2.20180001778e+11,R,43154.0,22018000469.0,,2018 SG4 9311 2200001,296.35,296.35,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 425732 TONER LASER HP.CE255A NEGRO,425732,43118.0,F/2018/544
9,2,2.2018000393e+11,R,43185.0,22018000920.0,,2018 SG4 9311 2200001,109.03,109.03,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 426549 TONER LASER HP.CF226A NEGRO 26A,426549,43150.0,F/2018/1198
9,2,2.20180005006e+11,R,43202.0,22018000920.0,,2018 SG4 9311 2200001,148.42,148.42,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 427208 TONER LASER HP.CE285A NEGRO,427208,43178.0,F/2018/1972
9,2,2.20180007415e+11,R,43231.0,22018000920.0,,2018 SG4 9311 2200001,82.39,82.39,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 427703 TONER LASER HP.Q2612A 1010,427703,43202.0,F/2018/2577
9,2,2.20180007416e+11,R,43231.0,22018000920.0,,2018 SG4 9311 2200001,119.22,119.22,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 427826 PAPEL DIN-A3  80GR. BUSINES PAPER   500H / TONER LASER HP.Q7553A LASERJET 2015 NEGRO,427826,43207.0,F/2018/2681
9,2,2.201800081e+11,R,43242.0,22018000920.0,,2018 SG4 9311 2200001,106.03,106.03,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 427939 TONER LASER HP.Q7553A LASERJET 2015 NEGRO,427939,43213.0,F/2018/2744
9,2,2.20180008126e+11,R,43242.0,22018000281.0,,2018 SG4 9311 2200001,224.72,224.72,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 426014 CARTUCHO INKJET HP.CN627AE MAGENTA 971XL / CARTUCHO INKJET HP.CN625AE NEGRO   970XL,426014,43129.0,F/2018/639
9,2,2.20180008127e+11,R,43242.0,22018000282.0,,2018 SG4 9311 2200001,224.89,224.89,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 426063 CARTUCHO PAGEWIDE HP.F6T81AE Nº973X CIAN / CARTUCHO PAGEWIDE HP.F6T83AE Nº973X AMARILLO,426063,43130.0,F/2018/641
9,2,2.20180010136e+11,R,43263.0,22018000920.0,,2018 SG4 9311 2200001,117.7,117.7,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428399 CARTUCHO INKJET HP.CN625AE NEGRO   970XL / PAPEL DIN-A4 160GR. UNIVERSAL       250H,428399,43229.0,F/2018/3190
9,2,2.20180010727e+11,R,43273.0,22018000920.0,,2018 SG4 9311 2200001,14.82,14.82,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428761 CINTA ADHESIVA PLUS TRANSP. 33X19MM. 30U,428761,43243.0,F/2018/3420
9,2,2.20180010808e+11,R,43273.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429053 PAPEL DIN-A4 ECOPRINT              500H.POLICIA,429053,43255.0,F/2018/3928
9,2,2.20180011105e+11,R,43273.0,22018000920.0,,2018 SG4 9311 2200001,137.93,137.93,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,CABEZAL INKJET HP.C9383A MAGEN/CIAN Nº72 / CABEZAL INKJET HP.C9384A NEGRO/AMAR.Nº72 SERVEIS TECNICS,429014,43252.0,F/2018/3741
9,2,2.20180011106e+11,R,43273.0,22018000920.0,,2018 SG4 9311 2200001,18.57,18.57,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,MATERIAL REPOSICIO PER MEDI AMBIENT,429015,43252.0,F/2018/3742
9,2,2.20180011111e+11,R,43273.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429338 PAPEL DIN-A4 ECOPRINT              500H.,429338,43264.0,F/2018/4056
9,2,2.20180012586e+11,R,43293.0,22018000920.0,,2018 SG4 9311 2200001,29.52,29.52,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429365 FUNDA IN&OUT DIN-A4 MOD.394001 10 UNID.,429365,43265.0,F/2018/4066
9,2,2.20180012587e+11,R,43293.0,22018000920.0,,2018 SG4 9311 2200001,10.6,10.6,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429452 MATERIAL PER CULTURA,429452,43269.0,F/2018/4110
9,2,2.20180012589e+11,R,43293.0,22018000920.0,,2018 SG4 9311 2200001,15.73,15.73,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429539 MATERIAL AREA SOCIAL,429539,43271.0,F/2018/4137
9,2,2.2018001259e+11,R,43293.0,22018000920.0,,2018 SG4 9311 2200001,3.85,3.85,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429545 MATERIAL CULTURA,429545,43271.0,F/2018/4138
9,2,2.20180013181e+11,R,43304.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429579 PAPEL DIN-A4 ECOPRINT              500H.,429579,43273.0,F/2018/4199
9,2,2.20180013182e+11,R,43304.0,22018000920.0,,2018 SG4 9311 2200001,60.81,60.81,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,REPOSAPIES PLUS ERGONOMICO AJUST.MOD.20 46X34CM. PER CULTURA,429673,43278.0,F/2018/4233
9,2,2.20180013184e+11,R,43304.0,22018000920.0,,2018 SG4 9311 2200001,35.65,35.65,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429794  AREA SOCIAL ROTULADOR PLUS FLUOR.TEXT LINER AMAR.12U,429794,43283.0,F/2018/4380
9,2,2.20180015244e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,13.19,13.19,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430018 QUADERNS PER AREA SOCIAL,430018,43292.0,F/2018/4699
9,2,2.20180015245e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,4.48,4.48,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430027 MATERIAL PER AREA SOCIAL,430027,43292.0,F/2018/4700
9,2,2.20180015246e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,22.77,22.77,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430051 MATERIAL CULTURACUADERNO CAMPUS A4 MICRO.120H.5X5 90G.4T,430051,43293.0,F/2018/4720
9,2,2.20180015247e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,7.93,7.93,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430066 CUBILETE PLASTICO MOD.790 NEGRO REDONDO / CUADERNO MICROP.A5 160H.5X5 60G.SUPERBLO,430066,43293.0,F/2018/4721
9,2,2.20180015248e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,115.28,115.28,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430184 TONER LASER HP.CF300A MFP M880 NEGRO 827A,430184,43299.0,F/2018/4807
9,2,2.20180015249e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,350.66,350.66,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430249 CARTUCHO INKJET HP.CD974AE AMARI. 920XL,430249,43301.0,F/2018/4848
9,2,2.2018001525e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,183.96,183.96,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430311 TALADRO PLUS T20 METALICO 20H. NEGRO,430311,43305.0,F/2018/4864
9,2,2.20180015251e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,287.33,287.33,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430313 GRAPAS PLUS 22-24/6 COBRE.25 CAJ.X 1000G.,430313,43305.0,F/2018/4866
9,2,2.20180015254e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430382 PAPEL DIN-A4 ECOPRINT              500H.,430382,43308.0,F/2018/4916
9,2,2.20180015256e+11,R,43326.0,22018000920.0,,2018 SG4 9311 2200001,151.98,151.98,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430312 CUTTER PLUS PROFESIONAL 9MM.+2CUCH.SX71N,430312,43305.0,F/2018/4865
9,2,2.2018001586e+11,R,43339.0,22018000920.0,,2018 SG4 9311 2200001,2.89,2.89,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429897 CARTULINA DIN-A4 185 GR. BLANCA      50U,429897,43286.0,F/2018/4448
9,2,2.20180015861e+11,R,43339.0,22018000920.0,,2018 SG4 9311 2200001,77.2,77.2,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429932 ROTULADOR FLUOR. FABER 1548 AMARILLO 10U,429932,43287.0,F/2018/4666
9,2,2.20180015862e+11,R,43339.0,22018000920.0,,2018 SG4 9311 2200001,9.08,9.08,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430424 REPOSICIO ROTULADORS,430424,43311.0,F/2018/4956
9,2,2.20180015863e+11,R,43339.0,22018000920.0,,2018 SG4 9311 2200001,66.04,66.04,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430378 REPOSICIO TONER LASER HP.CE285A NEGRO,430378,43307.0,F/2018/4957
9,2,2.20180017006e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,443.15,443.15,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,REPOSICIO MATERIAL SERVIT A OFICINA TECNICA,430550,43314.0,F/2018/5035
9,2,2.20180017008e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,80.68,80.68,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430584 REPOSICIO MATERIAL MAGATZEM,430584,43318.0,F/2018/5131
9,2,2.20180017009e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430590 PAPEL DIN-A4 ECOPRINT              500H.URBANISME,430590,43318.0,F/2018/5132
9,2,2.20180017011e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,56.36,56.36,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430658 CARTUCHO INKJET HP.CH561EE NEGRO   Nº301,430658,43320.0,F/2018/5457
9,2,2.20180017012e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,61.95,61.95,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430749 PAPEL DIN-A3  80GR. MULTIOFFICE     500H,430749,43325.0,F/2018/5458
9,2,2.20180017013e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,13.29,13.29,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430754 MATERIAL URBANISME,430754,43325.0,F/2018/5459
9,2,2.20180017014e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,11.8,11.8,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430688 PAPEL DIN-A4  90GR VERJURADO CREMA  100H,430688,43321.0,F/2018/5460
9,2,2.20180017015e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,42.83,42.83,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430701 ROTULADOR PLUS MARKER PERM.P/R ROJO  12U.,430701,43321.0,F/2018/5461
9,2,2.20180017016e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,7.87,7.87,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430646 PAPEL DIN-A4  90GR VERJURADO CREMA  100H,430646,43319.0,F/2018/5462
9,2,2.20180017017e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,26.38,26.38,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA  430809 CUADERNO SUPERBLOCK A4 160H.60G.5X5 COLO,430809,43328.0,F/2018/5475
9,2,2.20180017018e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,24.04,24.04,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 430892 TIJERA PLUS LUXE ACERO INOX. 215MM.,430892,43329.0,F/2018/5518
9,2,2.20180017019e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431060 PAPEL DIN-A4 ECOPRINT              500H. SECRETARIA,431060,43335.0,F/2018/5538
9,2,2.2018001702e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,20.69,20.69,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431020 PAPEL DIN-A4  90GR VERJURADO CREMA  100H,431020,43334.0,F/2018/5539
9,2,2.20180017021e+11,R,43355.0,22018000920.0,,2018 SG4 9311 2200001,169.4,169.4,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431026 PAPEL DIN-A4 ECOPRINT              500H. CASA DE SES AIGÜES,431026,43334.0,F/2018/5540
9,2,2.20180017613e+11,R,43367.0,22018000920.0,,2018 SG4 9311 2200001,107.9,107.9,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431113 REPOSICIO TONER LASER HP.CF280A NEGRO,431113,43339.0,F/2018/5589
9,2,2.20180020323e+11,R,43384.0,22018000920.0,,2018 SG4 9311 2200001,420.9,420.9,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431233 CARTUCHO INKJET HP.F6U68AE NEGRO 302XL,431233,43342.0,F/2018/5644
9,2,2.20180020324e+11,R,43384.0,22018000920.0,,2018 SG4 9311 2200001,225.11,225.11,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431235 CARTUCHO INKJET HP.CN625AE NEGRO   970XL / CARTUCHO INKJET HP.CN626AE CIAN    971XL,431235,43342.0,F/2018/5645
9,2,2.20180020325e+11,R,43384.0,22018000920.0,,2018 SG4 9311 2200001,113.27,113.27,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431237 CARTUCHO INKJET HP.CN628A AMARILLO 971XL,431237,43342.0,F/2018/5646
9,2,2.20180020327e+11,R,43384.0,22018000920.0,,2018 SG4 9311 2200001,115.03,115.03,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431432 CARTUCHO INKJET HP.CN625AE NEGRO   970XL,431432,43349.0,F/2018/6176
9,2,2.20180020403e+11,R,43384.0,22018000920.0,,2018 SG4 9311 2200001,144.6,144.6,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 431191 PAPEL DIN-A4  80GR. MULTIOFFICE     500H POLICIA,431191,43341.0,F/2018/5616
9,2,2.2018002112e+11,R,43384.0,22018000920.0,,2018 SG4 9311 2200001,8.28,8.28,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432040 PAPEL DIN-A4  90GR VERJURADO CREMA  100H,432040,43368.0,F/2018/6470
9,2,2.20180022096e+11,R,43397.0,22018000920.0,,2018 SG4 9311 2200001,12.22,12.22,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432194 REPOSICIO MATERIAL POLIESPORTIU ROTULADOR PLUS MARKER PERM.P/R NEGRO 12U.,432194,43371.0,F/2018/6662
9,2,2.20180022358e+11,R,43397.0,22018000920.0,,2018 SG4 9311 2200001,34.49,34.49,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432436 ARCHIVADOR DEFINITIVO Fº PROL.CARTON,432436,43382.0,F/2018/7112
9,2,2.20180023689e+11,R,43416.0,22018000920.0,,2018 SG4 9311 2200001,7.78,7.78,2018.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432700 CARPETA CON 40 F.PLUS A4 PP T.D. NEGRO,432700,43396.0,F/2018/7300
9,2,2.20181000788e+11,R,43124.0,22017000687.0,,2017 SG4 9311 2200001,104.67,104.67,2017.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 425594 TONER LASER HP.CF280A NEGRO,423594,43047.0,F/2017/7971
9,2,2.20181000789e+11,R,43124.0,22017000687.0,,2017 SG4 9311 2200001,104.67,104.67,2017.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 423825 TONER LASER HP.CF280A NEGRO,423825,43055.0,F/2017/7972
9,2,2.2018100079e+11,R,43124.0,22017000687.0,,2017 SG4 9311 2200001,104.67,104.67,2017.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 423899 TONER LASER HP.CF280A NEGRO,423899,43059.0,F/2017/7973
9,2,2.20181000791e+11,R,43124.0,22017000687.0,,2017 SG4 9311 2200001,104.67,104.67,2017.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 424062 TONER LASER HP.CF280A NEGRO,424062,43063.0,F/2017/7974
9,2,2.20181000792e+11,R,43124.0,22017000687.0,,2017 SG4 9311 2200001,104.67,104.67,2017.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 423807 TONER LASER HP.CF280A NEGRO,423807,43055.0,F/2017/7975
9,2,2.20181000794e+11,R,43124.0,22017000687.0,,2017 SG4 9311 2200001,209.33,209.33,2017.0,SG4,9311,2200001,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 424391 TONER LASER HP.CF280A NEGRO,424391,43076.0,F/2017/8020
9,2,2.20180005008e+11,R,43202.0,22018000922.0,,2018 SG4 9311 2200201,82.23,82.23,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA  427273 TONER LASER HP.CE278A NEGRO 78A,427273,43180.0,F/2018/1991
9,2,2.20180006087e+11,R,43214.0,22018000922.0,,2018 SG4 9311 2200201,82.23,82.23,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 427359 TONER LASER HP.CE278A NEGRO 78A,427359,43185.0,F/2018/2034
9,2,2.20180006335e+11,R,43214.0,22018000922.0,,2018 SG4 9311 2200201,107.57,107.57,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 427627 TONER LASER HP.CF280A NEGRO,427627,43200.0,F/2018/2525
9,2,2.20180010137e+11,R,43263.0,22018000922.0,,2018 SG4 9311 2200201,74.21,74.21,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428489 TONER CASA ACOLLIDA,428489,43231.0,F/2018/3243
9,2,2.20180010142e+11,R,43263.0,22018000922.0,,2018 SG4 9311 2200201,20.45,20.45,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428 638 SEPARADOR MULTITAL.PVC 4028 A4 10S.TRANS REPOSICIO MAGATZEM,428638,43237.0,F/2018/3325
9,2,2.20180010809e+11,R,43273.0,22018000922.0,,2018 SG4 9311 2200201,219.99,219.99,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429103 RECANVIS TONER EDUCACIO,429103,43256.0,F/2018/3929
9,2,2.20180011044e+11,R,43273.0,22018000922.0,,2018 SG4 9311 2200201,148.42,148.42,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428726 TONER LASER HP.CE285A NEGRO,428726,43242.0,F/2018/3421
9,2,2.20180011107e+11,R,43273.0,22018000922.0,,2018 SG4 9311 2200201,112.53,112.53,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,"FACTURA 429300 PAPEL PLOTTER 914MM. 36"""" 50M. 80GRS. / PAPEL DIN-A4 ECOPRINT              500H.",429300,43263.0,F/2018/4033
9,2,2.20180011109e+11,R,43273.0,22018000922.0,,2018 SG4 9311 2200201,5.03,5.03,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429337 SEPARADOR IN & OUT A4 PP 5 SEP. OPACO / FUNDA IN&OUT DIN-A4 MOD.394001 10 UNID.,429337,43264.0,F/2018/4054
9,2,2.2018001111e+11,R,43273.0,22018000922.0,,2018 SG4 9311 2200201,125.54,125.54,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429340 TONER LASER HP.CE278A NEGRO 78A,429340,43264.0,F/2018/4055
9,2,2.20180012588e+11,R,43293.0,22018000922.0,,2018 SG4 9311 2200201,107.57,107.57,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429455 TONER PER REPOSICIO RGA,429455,43269.0,F/2018/4111
9,2,2.20180013185e+11,R,43304.0,22018000922.0,,2018 SG4 9311 2200201,165.0,165.0,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 429451 MATERIAL OFICINA PROJECTES,429451,43269.0,F/2018/4109
9,2,2.20180022356e+11,R,43397.0,22018000922.0,,2018 SG4 9311 2200201,175.23,175.23,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432328 PAPEL DIN-A4  90GR VERJURADO CREMA  100H / TONER LASER HP.Q2612A 1010,432328,43377.0,F/2018/6774
9,2,2.20180022359e+11,R,43397.0,22018000922.0,,2018 SG4 9311 2200201,12.1,12.1,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432431BLOC NOTAS PLUS 75X75MM.100H.AMA.12U.,432431,43382.0,F/2018/7113
9,2,2.20180023665e+11,R,43416.0,22018000922.0,,2018 SG4 9311 2200201,36.09,36.09,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432463 ROTULADOR PILOT V-BALL BL-VB AZUL 12U.,432463,43383.0,F/2018/7214
9,2,2.20180023666e+11,R,43416.0,22018000922.0,,2018 SG4 9311 2200201,21.09,21.09,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432486 SUBMINISTRAMENT MAGATZEM I EDIFICIS,432486,43384.0,F/2018/7215
9,2,2.20180026718e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,2.89,2.89,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432816 PORTAMINA PLUS HEXAGONAL 2MM. EXP.24U. *,432816,43402.0,F/2018/7534
9,2,2.20180026719e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,132.01,132.01,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432873 TONER LASER BROTHER TN-3280 NEGRO,432873,43404.0,F/2018/7535
9,2,2.2018002672e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,132.01,132.01,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 432825 TONER LASER BROTHER TN-3280 NEGRO,432825,43402.0,F/2018/7536
9,2,2.20180026721e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,134.55,134.55,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,TONER LASER HP.CF217A NEGRO,432847,43403.0,F/2018/7537
9,2,2.20180026723e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,3.15,3.15,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 433075 AGENDA ANUAL SINTEX 4ª D/P NEGR.CAST.'19 11399,433075,43416.0,F/2018/7849
9,2,2.20180026724e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,12.25,12.25,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 433071 AGENDA MAKRO 9X14 S/V C/GOMA AZUL OSC'19 ESPIRAL,433071,43416.0,F/2018/7850
9,2,2.20180026725e+11,R,43446.0,22018000922.0,,2018 SG4 9311 2200201,30.41,30.41,2018.0,SG4,9311,2200201,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 433039 REPOSAPIES PLUS ERGONOMICO AJUST.MOD.20 46X34CM.   PER SECRETARIA,433039,43413.0,F/2018/7851
9,2,2.20180010138e+11,R,43263.0,22018000923.0,,2018 SG4 9311 2219901,4.02,4.02,2018.0,SG4,9311,2219901,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428591 BOLSA KRAFF AIR K-CD ENVIOS CDS. 10U,428591,43236.0,F/2018/3280
9,2,2.20180010139e+11,R,43263.0,22018000923.0,,2018 SG4 9311 2219901,74.21,74.21,2018.0,SG4,9311,2219901,B07026602,DISTRIBUIDORA MENORQUINA SL,FADTURA 428594 TONER LASER HP.CE285A NEGRO,428594,43236.0,F/2018/3281
9,2,2.2018001014e+11,R,43263.0,22018000923.0,,2018 SG4 9311 2219901,149.66,149.66,2018.0,SG4,9311,2219901,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428558 TONER LASER HP.Q2612A 1010,428558,43235.0,F/2018/3282
9,2,2.20180010141e+11,R,43263.0,22018000923.0,,2018 SG4 9311 2219901,127.2,127.2,2018.0,SG4,9311,2219901,B07026602,DISTRIBUIDORA MENORQUINA SL,FACTURA 428579 GRAPADORA PLUS 235M METAL. MINI 22/6 10H.,428579,43235.0,F/2018/3283
