#,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Pagaments fets,de crèdits disponibles,de crèdits disp. a nivell de vinculació,de crèdits retinguts pendents d'ús,de despeses autoritzades,de despeses compromeses,d'obligacions reconegudes,Disponible de Remanentes por aplicación
,CM1,1550.0,2100002.0,REP. MANT. VIES PUBL.- PROGRAMA LEADER CAIB 2011,,,,5114.77,,-5114.77,242309.33,,,,,
,CM1,1695.0,2120001.0,REP.MANT.EDIFICIS.-  BRIGADA OBRES,13000.0,3242.87,16242.87,52499.31,50165.21,-36256.44,242309.33,,,,,
,SG5,1300.0,2120001.0,REP.MANT.EDIFICIS.- POLICIA,1000.0,840.93,1840.93,1464.64,1416.55,376.29,41205.47,,,,,
,SP1,3120.0,2120001.0,REP.MANT.EDIFICIS.- RGA,7200.0,268.75,7468.75,6575.24,4712.62,893.51,7.91,,,,,
,SP1,3130.0,2120001.0,EDIFICIS I ALTRES CONSTRUCCIONS.- CEMENTIRI,4000.0,,4000.0,501.27,501.27,3498.73,7.91,,,,,
,SP2,3210.0,2120001.0,REP.MANT.EDIFICIS.- EDUCACIO,30000.0,11018.06,41018.06,37657.6,34022.41,3360.46,108936.18,,,,,
,SP2,3300.0,2120001.0,REP.MANT.EDIFICIS.- CULTURA,2000.0,,2000.0,169.4,169.4,1830.6,108936.18,,,,,
,SP3,3400.0,2120001.0,REP.MANT.EDIFICIS.- ESPORTS,5000.0,136.95,5136.95,1169.57,1169.57,3967.38,13389.65,,,,,
,CM1,1650.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ENLLUM. PUB.,15000.0,3685.73,18685.73,53866.26,38068.43,-35180.53,242309.33,,,,,
,CM1,1690.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",80000.0,,80000.0,11660.82,11151.41,68339.18,242309.33,,,,,
,CM1,1710.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- PARCS I JARD.,3000.0,869.31,3869.31,2460.78,2140.87,1408.53,242309.33,,,,,
,CM1,4302.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS.- PEIXATERIA",,139.16,139.16,286.02,286.02,-146.86,5721.23,,,,,
,CM2,1511.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS,. URBANISME",4000.0,,4000.0,,,4000.0,242309.33,,,,,
,SG1,9120.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ORG. GOVERN,500.0,,500.0,,,500.0,291828.02,,,,,
,SG3,9203.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- CONTRACTACIÓ,300.0,,300.0,,,300.0,291828.02,,,,,
,SG4,9311.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS.- SERV. ECONÒMICS",1000.0,,1000.0,1000.0,1000.0,,291828.02,,,,,
,SG5,1300.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- POLICIA,10000.0,,10000.0,12689.84,11216.21,-2689.84,41205.47,,,,,
,SP1,2304.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.-ATEN. PRIMÀRIA,1000.0,,1000.0,2299.96,2299.96,-1299.96,46677.32,,,,,
,SP1,2410.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- FOR OCUPACIO,,,,363.0,,-363.0,46677.32,,,,,
,SP1,3120.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- R.G.A,24000.0,5896.59,29896.59,47818.55,41184.56,-17921.96,7.91,,,,,
,SP2,3210.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- EDUCACIO,25000.0,62.49,25062.49,35762.76,32987.43,-10700.27,108936.18,,,,,
,SP2,3300.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- SM CULTURA SC,4000.0,,4000.0,3384.28,2785.33,615.72,108936.18,,,,,
,SP2,3323.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ARXIU,500.0,,500.0,100.75,54.45,399.25,108936.18,,,,,
,SP3,3400.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ESPORTS,20000.0,6654.19,26654.19,49750.22,39773.02,-23096.03,13389.65,,,,,
,CM1,1690.0,2140001.0,REPARACIÓ DE VEHICLES,,,,,,,242309.33,,,,,
,CM1,1695.0,2140001.0,REP.MANT.VEHICLES.-  BRIGADA OBRES,8000.0,,8000.0,14214.24,11770.63,-6214.24,242309.33,,,,,
,SG5,1300.0,2140001.0,REP.MANT.VEHICLES.- POLICIA,18000.0,,18000.0,17002.6,16963.69,997.4,41205.47,,,,,
,SP1,3120.0,2140001.0,REP.MANT.VEHICLES.- R.G.A,700.0,1520.85,2220.85,3064.74,3042.72,-843.89,7.91,,,,,
,SP2,3210.0,2140001.0,REPARACIÓ DE VEHICLES.- EDUCACIÓ,400.0,,400.0,467.31,400.0,-67.31,108936.18,,,,,
,SG2,9206.0,2160001.0,REP.MANT.EQUIPS INFORMATICS.,7500.0,,7500.0,6522.97,6354.77,977.03,291828.02,,,,,
,SG1,9120.0,2200001.0,MAT. OFICINA ORDINARI.- ORG. GOVERN,100.0,,100.0,,,100.0,291828.02,,,,,
,SG2,9200.0,2200001.0,MAT. OFICINA ORDINARI.- OAC,500.0,,500.0,110.44,110.44,389.56,291828.02,,,,,
,SG3,9202.0,2200001.0,MAT. OFICINA ORDINARI.- SERV. JURIDICS,250.0,,250.0,,,250.0,291828.02,,,,,
,SG4,9311.0,2200001.0,MAT. OFICINA ORDINARI.- GESTIÓ PRES.,16000.0,,16000.0,15383.61,14240.0,616.39,291828.02,,,,,
,SP1,2304.0,2200001.0,MAT. OFICINA ORDINARI.- ATENCIÓ PRIMARIA,700.0,,700.0,625.49,625.49,74.51,46677.32,,,,,
,SP1,3120.0,2200001.0,MAT. OFICINA ORDINARI.- RGA,200.0,517.78,717.78,1181.79,1181.79,-464.01,7.91,,,,,
,SP3,3400.0,2200001.0,MAT. OFICINA ORDINARI.- ESPORTS,200.0,,200.0,167.88,167.88,32.12,13389.65,,,,,
,SG1,9120.0,2200101.0,"PREMSA,  LLIBRES, SUBSCRIP.- ORG. GOVERN",700.0,,700.0,,,700.0,291828.02,,,,,
,SG3,9202.0,2200101.0,"PREMSA,  LLIBRES, SUBSCRIP.- SECRETARIA",1500.0,,1500.0,1770.32,1770.32,-270.32,291828.02,,,,,
,SG4,9311.0,2200101.0,"PREMSA, LLIBRES, SUBSCRIP..- G. PRES.",500.0,,500.0,206.45,206.45,293.55,291828.02,,,,,
,SP2,3323.0,2200101.0,"PREMSA, LLIBRES, SUBSCRIPCIONS- ARXIU",700.0,,700.0,683.65,683.65,16.35,108936.18,,,,,
,SG4,9311.0,2200201.0,MAT.INFORMÀTIC CONSUM. - GESTIÓ PRES.,3000.0,,3000.0,2916.67,2916.67,83.33,291828.02,,,,,
,CM1,1650.0,2210001.0,ENERGIA ELECTRICA.-ENLLUMENAT PUBLIC I EDIFICIS MPALS.,795000.0,83241.84,878241.84,912872.94,836707.3,-34631.1,242309.33,,,,,
,SP2,3210.0,2210101.0,SUBMINISTRAMENT D'AIGUA.- EDUCACIÓ,1400.0,,1400.0,,,1400.0,108936.18,,,,,
,CM1,1695.0,2210301.0,COMBUSTIBLE I CARBURANTS.-  BRIGADA OBRES,15000.0,,15000.0,25526.23,23294.13,-10526.23,242309.33,,,,,
,CM1,4302.0,2210301.0,COMBUSTIBLES I CARB.- PEIXATERIA,300.0,,300.0,,,300.0,5721.23,,,,,
,SG5,1300.0,2210301.0,COMBUSTIBLE I CARBURANTS.- POLICIA,26000.0,,26000.0,25090.65,22844.78,909.35,41205.47,,,,,
,SP1,3120.0,2210301.0,COMBUSTIBLE I CARBURANTS.- R.G.A,50000.0,20646.33,70646.33,62736.93,62359.61,7909.4,7.91,,,,,
,SP1,3131.0,2210301.0,COMBUSTIBLE I CARBURANTS.- LLACER,280.0,,280.0,315.81,315.81,-35.81,7.91,,,,,
,SP2,3210.0,2210301.0,COMBUSTIBLE I CARBURANTS.-EDUCACIO,55000.0,,55000.0,54409.83,50504.28,590.17,108936.18,,,,,
,SP2,3390.0,2210301.0,"COMBUSTIBLES I CARB.- SM CULTURA, SERVEIS COMUNS",300.0,,300.0,,,300.0,108936.18,,,,,
,SP3,3400.0,2210301.0,COMBUSTIBLE I CARBURANTS.-ESPORTS,70000.0,8690.0,78690.0,41029.94,41029.94,37660.06,13389.65,,,,,
,CM1,1695.0,2210401.0,VESTUARI. -  BRIGADA OBRES,6000.0,394.7,6394.7,12397.98,7852.24,-6003.28,242309.33,,,,,
,SG5,1300.0,2210401.0,VESTUARI.-POLICIA,30000.0,,30000.0,33666.11,33487.11,-3666.11,41205.47,,,,,
,SP1,2304.0,2210401.0,"VESTUARI,-ATENCIÓ PRIMÀRIA",114.0,,114.0,100.0,100.0,14.0,46677.32,,,,,
,SP1,3120.0,2210401.0,"VESTUARI,-R.G.A",6000.0,2146.23,8146.23,8192.57,7079.97,-46.34,7.91,,,,,
,SP2,3210.0,2210401.0,VESTUARI.- EDUCACIÓ,200.0,,200.0,95.06,95.06,104.94,108936.18,,,,,
,SP1,3120.0,2210501.0,PRODUCTES ALIMENTICIS.-RGA,140000.0,38510.13,178510.13,173402.71,157251.89,5107.42,7.91,,,,,
,SP1,3120.0,2210601.0,PRODUCTES FARMACÈUTICS.-R.G.A,2500.0,,2500.0,993.26,993.26,1506.74,7.91,,,,,
,SP3,3400.0,2210601.0,PRODUCTES FARMACÈUTICS.-ESPORTS,200.0,,200.0,245.36,245.36,-45.36,13389.65,,,,,
,CM1,1695.0,2210901.0,PRODUCTES VARIS.- BRIGADA D'OBRES,,,,9963.14,9963.14,-9963.14,242309.33,,,,,
,CM3,1512.0,2210901.0,PRODUCTES VARIS.- PROJECTES,500.0,,500.0,750.08,750.08,-250.08,242309.33,,,,,
,SG2,9206.0,2210901.0,PRODUCTES VARIS.-  INFORMATICA,4000.0,174.37,4174.37,4647.94,3669.69,-473.57,291828.02,,,,,
,SG4,9311.0,2210901.0,PRODUCTES VARIS.- GESTIÓ PRES.,3000.0,,3000.0,4873.57,2622.75,-1873.57,291828.02,,,,,
,SG5,1300.0,2210901.0,PRODUCTES VARIS.-  POLICIA,13000.0,,13000.0,22373.81,21776.65,-9373.81,41205.47,,,,,
,SP1,3120.0,2210901.0,PRODUCTES VARIS.- R.G.A,6000.0,1132.0,7132.0,1948.56,1948.56,5183.44,7.91,,,,,
,SP3,3400.0,2210901.0,PRODUCTES VARIS.- ESPORTS,4000.0,2587.76,6587.76,11581.09,11581.09,-4993.33,13389.65,,,,,
,CM1,4302.0,2211001.0,PRODUCTES HIGIENE.- PEIXATERIA,300.0,,300.0,190.07,190.07,109.93,5721.23,,,,,
,CM3,4302.0,2211001.0,PRODUCTES HIGIENE,,,,,,,,,,,,
,SG4,4302.0,2211001.0,PRODUCTES HIGIENE,,1061.99,1061.99,1061.99,1061.99,,,,,,,
,SP1,3120.0,2211001.0,PRODUCTES DE HIGIENE.-R.G.A,15000.0,7007.93,22007.93,24693.65,21176.08,-2685.72,7.91,,,,,
,SG2,9206.0,2220001.0,COMUNICACIONS TELEFÒNIQUES.,81000.0,279.27,81279.27,70671.84,54849.59,10607.43,291828.02,,,,,
,SG4,9324.0,2220101.0,COM. POSTALS (SEGELLS).- G. FINANCERA,91000.0,295.64,91295.64,76532.28,63434.14,14763.36,291828.02,,,,,
,CM1,1695.0,2240001.0,ASSEGURANCES.- BRIGADA D'OBRES,2000.0,,2000.0,2325.37,2325.37,-325.37,242309.33,,,,,
,CM3,1512.0,2240001.0,ASSEGURANCES,,,,,,,242309.33,,,,,
,SG3,9202.0,2240001.0,ASSEGURANCES.-SECRETARIA,43000.0,,43000.0,28979.54,28979.54,14020.46,291828.02,,,,,
,SG5,1300.0,2240001.0,ASSEGURANCES.-POLICIA,8000.0,,8000.0,6381.45,6381.45,1618.55,41205.47,,,,,
,SP1,3120.0,2240001.0,ASSEGURANCES.-R.G.A,7500.0,,7500.0,6264.33,6264.33,1235.67,7.91,,,,,
,SP2,3210.0,2240001.0,ASSEGURANCES. VEHICLES EDUCACIÓ,300.0,,300.0,296.01,296.01,3.99,108936.18,,,,,
,SP2,3380.0,2240001.0,ASSEGURANCES.-FESTES,6000.0,,6000.0,5445.43,5445.43,554.57,108936.18,,,,,
,CM1,1610.0,2250001.0,TRIBUTS.- AIGUA I SANEJAMENT,15000.0,4692.95,19692.95,30123.43,23489.34,-10430.48,242309.33,,,,,
,CM1,1610.0,2260001.0,CONCESSIONS ADMINISTRATIVES.-AIGUA,15000.0,5806.52,20806.52,13360.08,13360.08,7446.44,242309.33,,,,,
,SG1,9120.0,2260101.0,ATENCIONS REPRESENTATIVES.- ORG. GOV.,10000.0,436.36,10436.36,6792.85,6401.95,3643.51,291828.02,,,,,
,CM1,1720.0,2260201.0,PUBLICITAT I PROPAGANDA.- MEDI AMBIENT,3000.0,,3000.0,2992.81,2971.16,7.19,242309.33,,,,,
,CM2,1511.0,2260201.0,PUBLICITAT I PROPAGANDA.-  URBANISME,2200.0,,2200.0,2594.07,2594.07,-394.07,242309.33,,,,,
,SG1,9270.0,2260201.0,PUBLICITAT I PROPAGANDA.-COMUNICACIO,20000.0,,20000.0,20958.52,19113.27,-958.52,291828.02,,,,,
,SG2,9200.0,2260201.0,PUBLICITAT I PROPAGANDA.- OAC,1000.0,,1000.0,117.61,117.61,882.39,291828.02,,,,,
,SG2,9206.0,2260201.0,PUBLICITAT I PROPAGANDA,,,,,,,,,,,,
,SG3,4930.0,2260201.0,PUBLICITAT I PROPAGANDA.-CONSUM,1000.0,,1000.0,,,1000.0,4258.35,,,,,
,SG3,9202.0,2260201.0,PUBLICITAT I PROPAGANDA.- SECRETARIA,300.0,,300.0,117.61,117.61,182.39,291828.02,,,,,
,SG3,9203.0,2260201.0,PUBLICITAT I PROPAGANDA.-CONTRACTACIO,2500.0,,2500.0,4605.84,2403.9,-2105.84,291828.02,,,,,
,SG4,4301.0,2260201.0,PUBLICITAT I PROPAGANDA,,118.54,118.54,566.24,118.54,-447.7,4258.35,,,,,
,SG6,4301.0,2260201.0,PUBLICITAT I PROPAGANDA.- COMERÇ,4000.0,,4000.0,3906.36,3765.84,93.64,291.67,,,,,
,SG7,4304.0,2260201.0,PUBLICITAT I PROPAGANDA.- TURISME,12000.0,,12000.0,12351.04,12351.04,-351.04,18058.72,,,,,
,SP1,2304.0,2260201.0,PUBLICITAT I PROPAGANDA.-  ATE.PRIMÀRIA,350.0,,350.0,374.85,235.22,-24.85,46677.32,,,,,
,SP1,2410.0,2260201.0,PUBLICITAT I PROPAGANDA.- FORMACIÓ,1000.0,,1000.0,366.63,,633.37,46677.32,,,,,
,SP1,3130.0,2260201.0,PUBLICITAT I PROPAGANDA.- SANITAT,,,,,,,7.91,,,,,
,SP1,3370.0,2260201.0,PUBLICITAT I PROPAGANDA.-JOVENTUT,500.0,352.51,852.51,1281.51,1212.09,-429.0,7.91,,,,,
,SP2,3210.0,2260201.0,PUBLICITAT I PROPAGANDA.- EDUCACIO,300.0,,300.0,,,300.0,108936.18,,,,,
,SP2,3233.0,2260201.0,PUBLICITAT I PROPAGANDA.- ESC.MUNICIPALS,1500.0,,1500.0,2376.82,2376.82,-876.82,108936.18,,,,,
,SP2,3323.0,2260201.0,PUBLICITAT I PROPAGANDA.- ARXIU,500.0,,500.0,453.75,453.75,46.25,108936.18,,,,,
,SP2,3344.0,2260201.0,PUBLICITAT I PROPAGANDA.- PROMO. CULT.,8000.0,,8000.0,7346.08,7080.58,653.92,108936.18,,,,,
,SP2,3380.0,2260201.0,PUBLICITAT I PROPAGANDA.- FESTES,7000.0,,7000.0,12720.19,12720.19,-5720.19,108936.18,,,,,
,CM2,1511.0,2260401.0,DESPESES JURÍDIQUES.-URBANISME,3000.0,,3000.0,2098.44,1830.99,901.56,242309.33,,,,,
,SG3,9202.0,2260401.0,DESPESES JURIDIQUES.- SECRETARIA,18000.0,,18000.0,2870.37,2870.37,15129.63,291828.02,,,,,
,SG2,9205.0,2260601.0,"REUNIONS, CONFERÈNCIES I CURSOS - RRHH",,,,3950.0,3950.0,-3950.0,291828.02,,,,,
,SG1,9120.0,2260902.0,DESPESES DIVERSES.- ORG. GOVERN UIMIR,,,,,,,291828.02,,,,,
,CM1,1620.0,2269901.0,ALTRES DESPESES VARIES.-RSU,2000.0,,2000.0,1999.71,1324.71,0.29,242309.33,,,,,
,CM1,1695.0,2269901.0,ALTRES DESPESES VÀRIES.- BRIGADA D'OBRES,2000.0,,2000.0,14295.56,14090.39,-12295.56,242309.33,,,,,
,CM1,1720.0,2269901.0,ALTRES DESPESES VÀRIES.- MEDI AMBIENT,6000.0,,6000.0,7318.41,7318.41,-1318.41,242309.33,,,,,
,CM1,4302.0,2269901.0,ALTRES DESPESES VÀRIES.- PEIXATERIA,8000.0,19.92,8019.92,2561.76,2561.76,5458.16,5721.23,,,,,
,CM2,1511.0,2269901.0,ALTRES DESPESES VÀRIES.- URBANISME,1500.0,273.08,1773.08,6447.31,5539.71,-4674.23,242309.33,,,,,
,CM3,1512.0,2269901.0,ALTRES DESPESES VÀRIES.- OBRA PUBLICA,1800.0,,1800.0,2170.91,1895.93,-370.91,242309.33,,,,,
,SG1,9120.0,2269901.0,ALTRES DESPESES VÀRIES.- ORG GOVERN,15000.0,84000.0,99000.0,84312.73,72019.45,14687.27,291828.02,,,,,
,SG1,9270.0,2269901.0,ALTRES DESPESES VÀRIES.- COMUNICACIÓ,5000.0,8250.37,13250.37,28481.74,24304.38,-15231.37,291828.02,,,,,
,SG2,9200.0,2269901.0,ALTRES DESPESES VÀRIES.- OAC,700.0,,700.0,17.47,17.47,682.53,291828.02,,,,,
,SG2,9205.0,2269901.0,ALTRES DESPESES VÀRIES.- RRHH,1500.0,124.71,1624.71,1086.37,261.37,538.34,291828.02,,,,,
,SG2,9206.0,2269901.0,ALTRES DESPESES VÀRIES.- INFORMATICA,2500.0,476.0,2976.0,1255.9,1176.33,1720.1,291828.02,,,,,
,SG3,4930.0,2269901.0,ALTRES DESPESES VARIES.-CONSUM,2000.0,,2000.0,83.46,83.46,1916.54,4258.35,,,,,
,SG3,9202.0,2269901.0,ALTRES DESPESES VÀRIES.- SECRETARIA,4000.0,,4000.0,501.19,218.41,3498.81,291828.02,,,,,
,SG3,9203.0,2269901.0,ALTRES DESPESES VÀRIES.- CONTRACTACIÓ,500.0,,500.0,,,500.0,291828.02,,,,,
,SG4,9311.0,2269901.0,ALTRES DESPESES VÀRIES.- GESTIO PRESSUPOSTARIA,500.0,127.04,627.04,1126.87,1089.01,-499.83,291828.02,,,,,
,SG4,9324.0,2269901.0,ALTRES DESPESES VÀRIES.- G. FINANCERA,2000.0,,2000.0,2159.0,2159.0,-159.0,291828.02,,,,,
,SG5,1300.0,2269901.0,ALTRES DESPESES VÀRIES.- POLICIA,14000.0,,14000.0,14736.17,12130.86,-736.17,41205.47,,,,,
,SG6,4301.0,2269901.0,ALTRES DESPESES VÀRIES.- COMERÇ,28000.0,,28000.0,27933.97,25841.15,66.03,291.67,,,,,
,SG7,4304.0,2269901.0,ALTRES DESPESES VÀRIES.- TURISME,20000.0,20000.0,40000.0,21497.52,17220.09,18502.48,18058.72,,,,,
,SP1,1640.0,2269901.0,ALTRES DESPESES VÀRIES.- SANITAT,300.0,127.05,427.05,404.48,404.48,22.57,22.57,,,,,
,SP1,2304.0,2269901.0,ALTRES DESPESES VÀRIES.- ATENCIO PRIMÀRIA,30000.0,298.83,30298.83,35586.42,32770.22,-5287.59,46677.32,,,,,
,SP1,2305.0,2269901.0,ALTRES DESPESES VÀRIES.- MEDIACIO SOCIAL,4000.0,,4000.0,3513.14,2934.72,486.86,46677.32,,,,,
,SP1,2410.0,2269901.0,ALTRES DESPESES VÀRIES.- FORMACIÓ I OCUPACIÓ,70000.0,-29869.89,40130.11,32545.66,24013.01,7584.45,46677.32,,,,,
,SP1,3120.0,2269901.0,ALTRES DESPESES VÀRIES.- RGA,2500.0,1503.37,4003.37,2711.43,2711.43,1291.94,7.91,,,,,
,SP1,3130.0,2269901.0,ALTRES DESPESES VÀRIES.- SANITAT,4300.0,,4300.0,3992.18,3769.33,307.82,7.91,,,,,
,SP1,3370.0,2269901.0,ALTRES DESPESES VARIES.-JOVENTUT,9000.0,4500.01,13500.01,16732.92,16029.8,-3232.91,7.91,,,,,
,SP2,3210.0,2269901.0,ALTRES DESPESES VÀRIES.- EDUCACIÓ,25000.0,8000.0,33000.0,33155.54,27956.05,-155.54,108936.18,,,,,
,SP2,3233.0,2269901.0,ALTRES DESPESES VÀRIES.- ESCOLES MPALS,2500.0,,2500.0,3103.02,3103.02,-603.02,108936.18,,,,,
,SP2,3323.0,2269901.0,ALTRES DESPESES VARIES.-ARXIU,15000.0,,15000.0,,,15000.0,108936.18,,,,,
,SP2,3344.0,2269901.0,ALTRES DESPESES VARIES.-PROMO. CULT.,16000.0,14308.44,30308.44,30012.55,29905.11,295.89,108936.18,,,,,
,SP2,3346.0,2269901.0,ALTRES DESPESES VARIES.-NORMAL. LING.,400.0,,400.0,190.6,190.6,209.4,108936.18,,,,,
,SP2,3380.0,2269901.0,FESTES POPULARS.- FESTES,130000.0,85793.26,215793.26,156379.23,132657.13,59414.03,108936.18,,,,,
,SP3,3400.0,2269901.0,ALTRES DESPESES VÀRIES.- ESPORTS,10000.0,1974.96,11974.96,22110.15,19789.11,-10135.19,13389.65,,,,,
,SG4,9311.0,2269902.0,ALTRES DESPESES VÀRIES.- FONS DE CONTINGÈNCIA,,,,,,,,,,,,
,SG5,1300.0,2269902.0,DESPESES PROTECCIO CIVIL POLICIA,5000.0,,5000.0,10249.42,8785.15,-5249.42,41205.47,,,,,
,SP2,3323.0,2269902.0,ALTRES DESPESES.- FUNDACIÒ PALAU OLIVER,,,,,,,108936.18,,,,,
,SP2,3344.0,2269902.0,ALTRES DESPESES VÀRIES.- ENCICLOPÈDIA MENORCA,3000.0,,3000.0,,,3000.0,108936.18,,,,,
,SP2,3380.0,2269902.0,ALTRES DESPESES VARIES.-FESTES,13000.0,262.02,13262.02,13495.45,13495.45,-233.43,108936.18,,,,,
,CM1,1690.0,2270001.0,CONTR. SERVEI DE NETEJA EDIFICIS.- C I M.A,715000.0,176849.9,891849.9,851930.41,790619.8,39919.49,242309.33,,,,,
,CM1,1610.0,2270301.0,CONTR.SERV.CONCESSIONS.-AIGUA I SANEJ.,1865000.0,,1865000.0,,,1865000.0,1865000.0,,,,,
,CM1,1620.0,2270301.0,CONTR.SERV.CONCESSIONS.-RSU,2600000.0,641474.91,3241474.91,2795120.01,2579584.44,446354.9,242309.33,,,,,
,SG5,1300.0,2270301.0,CONTR.SERV.CONCESSIONS.-POLICIA,480000.0,101363.36,581363.36,547556.92,547556.92,33806.44,33806.44,,,,,
,SP1,1640.0,2270301.0,CONTR.SERV. CONCESSIONS.-CEMENTERIS,485000.0,146000.0,631000.0,349808.54,349808.54,281191.46,281191.46,,,,,
,SP2,3323.0,2270301.0,CONTRACT. SERVEIS.- PALAU OLIVER,,143000.0,143000.0,75376.74,,67623.26,108936.18,,,,,
,SP1,1640.0,2270302.0,CONTR.SERV. CONCES.-CEMENT.- RET. CONC.- VINC INGR 32905,226025.0,,226025.0,,,226025.0,226025.0,,,,,
,SG4,9324.0,2270401.0,DESPESES CUSTODIA I MANTENIMENT C/C,10000.0,462.37,10462.37,5966.07,5966.07,4496.3,291828.02,,,,,
,CM1,1690.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC. MEDI AMBIEN,90000.0,,90000.0,1679.02,1429.02,88320.98,242309.33,,,,,
,CM1,1695.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC..- BRIG. OBRES,15000.0,3806.1,18806.1,32034.19,11960.29,-13228.09,242309.33,,,,,
,CM1,1710.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.PARCS I JARDINS,250000.0,,250000.0,198895.45,176163.57,51104.55,242309.33,,,,,
,CM2,1511.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- URBANISME,30000.0,,30000.0,67232.37,47291.57,-37232.37,242309.33,,,,,
,CM3,1512.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- OBRA PÚB.,12000.0,,12000.0,11749.1,11749.1,250.9,242309.33,,,,,
,SG1,9120.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- ORG. GOVERN,21000.0,6000.0,27000.0,52715.5,51001.34,-25715.5,291828.02,,,,,
,SG1,9270.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.-COMUNICAC.,25000.0,,25000.0,12530.81,12530.81,12469.19,291828.02,,,,,
,SG2,9205.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC. RRHH,25000.0,,25000.0,450.0,,24550.0,291828.02,,,,,
,SG2,9206.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- INFORMATI.,156000.0,25802.72,181802.72,192256.72,178013.23,-10454.0,291828.02,,,,,
,SG3,9202.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- SECRETARIA,12000.0,,12000.0,5394.86,5394.86,6605.14,291828.02,,,,,
,SG4,4302.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- MERCATS,12000.0,,12000.0,10210.49,9243.18,1789.51,4258.35,,,,,
,SG4,9324.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- TRESORERIA-RECAPTACIÓ,1175000.0,230152.91,1405152.91,1203997.33,1100344.77,201155.58,291828.02,,,,,
,SG5,1300.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- POLICIA,37000.0,,37000.0,17426.34,16795.88,19573.66,41205.47,,,,,
,SG6,4301.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- COMERÇ,2000.0,,2000.0,1868.0,1263.0,132.0,291.67,,,,,
,SG7,4304.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- TURISME,2000.0,3979.59,5979.59,6072.31,6072.31,-92.72,18058.72,,,,,
,SP1,2304.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- ATENCIÓ PRIMÀRIA,35600.0,,35600.0,26811.07,26811.07,8788.93,46677.32,,,,,
,SP2,3210.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC..- EDUCACIÓ,,,,,,,108936.18,,,,,
,SP2,3323.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- ARXIU,6500.0,,6500.0,6926.76,6926.76,-426.76,108936.18,,,,,
,SP2,3344.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- PROMO. CUL,29150.0,,29150.0,49148.54,49148.54,-19998.54,108936.18,,,,,
,SP3,3400.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC. -  ESPORTS,10000.0,,10000.0,,,10000.0,13389.65,,,,,
,SG2,9205.0,2270602.0,CONTR.SERV. - RRHH.,1000.0,,1000.0,,,1000.0,291828.02,,,,,
,SG5,1300.0,2270602.0,CONTR.SERV.GRUA- POLICIA,45000.0,1158.95,46158.95,17468.28,16807.17,28690.67,28690.67,,,,,
,CM1,1620.0,2279901.0,ALTRES TREBALLS PER ALTRES.- RSU,55000.0,,55000.0,59380.6,35681.05,-4380.6,242309.33,,,,,
,CM1,1720.0,2279901.0,ALTRES TREBALLS ALTRES.- MEDI AMBIENT,80000.0,,80000.0,181792.75,162589.81,-101792.75,242309.33,,,,,
,CM2,1511.0,2279901.0,CONTRACTACIO SERVEIS URBANISME,38280.0,,38280.0,17691.05,,20588.95,242309.33,,,,17691.05,
