#,E,Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Pagaments fets,SALDO de crèdits disponibles,SALDO de crèdits disp. a nivell de vinculació,SALDO de crèdits retinguts pendents d'ús,SALDO de despeses autoritzades,SALDO de despeses compromeses,SALDO d'obligacions reconegudes,Gasto Pendiente Aplicar a Presupuesto,Factures consumeixen disp. Pend. Comptabilitzar
,2,SG5,1300.0,2100001.0,CONSERVACIÓ VIES PÚBLIQUES.- POLICIA,10000.0,175.92,10175.92,16805.7,16805.7,-6629.78,8468.86,,,,,,
,2,CM1,1652.0,2120001.0,REP.MANT.EDIFICIS.-  BRIGADA OBRES,30000.0,,30000.0,26980.82,24273.46,3019.18,8.66,,,,,2346.52,1531.51
,2,SG5,1300.0,2120001.0,REP.MANT.EDIFICIS.- POLICIA,1000.0,,1000.0,1052.91,659.5,-52.91,8468.86,,,,,109.96,
,2,SP1,1640.0,2120001.0,REP.MANT.ZONES CEMENTIRI,4000.0,,4000.0,2486.84,2486.84,250.0,195.14,1263.16,,,,,
,2,SP1,2410.0,2120001.0,MANT. EDIFICIS - FOR OCUPACIO,2000.0,-1600.0,400.0,342.47,342.47,,49.42,57.53,,,,,
,2,SP1,3120.0,2120001.0,REP.MANT.EDIFICIS.- RGA,7200.0,,7200.0,7264.13,5764.69,-64.13,36.84,,,,,,
,2,SP2,3210.0,2120001.0,REP.MANT.EDIFICIS.- EDUCACIO,30000.0,588.33,30588.33,46839.16,44505.76,-19489.41,6.05,3238.58,,,,3731.23,62.43
,2,SP2,3300.0,2120001.0,REP.MANT.EDIFICIS.- CULTURA,10000.0,,10000.0,7485.59,4420.81,,6.05,2514.41,,,,,
,2,SP2,3341.0,2120001.0,CONSER. EDIFICI. CENTRE D'ART I HISTÒRIA,,15000.0,15000.0,6471.25,6271.65,8528.75,6.05,,,,,242.96,
,2,SP3,3400.0,2120001.0,REP.MANT.EDIFICIS.- ESPORTS,6000.0,,6000.0,993.79,993.79,5006.21,25752.6,,,,,,
,2,CM1,1650.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ENLLUM. PUB.,40000.0,,40000.0,77224.31,74845.94,-37224.32,8.66,0.01,,,,4189.92,316.06
,2,CM1,1651.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",80000.0,54511.62,134511.62,90183.83,89517.19,5616.33,8.66,1256.75,,37454.71,,,
,2,CM1,1710.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- PARCS I JARD.,3000.0,,3000.0,971.78,873.29,2028.22,8.66,,,,,95.13,
,2,CM1,4320.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS.- PEIXATERIA",,,,,,,364.93,,,,,,
,2,CM2,1511.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS,. URBANISME",2000.0,,2000.0,,,2000.0,8.66,,,,,,
,2,SG1,9120.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ORG. GOVERN,500.0,,500.0,,,500.0,8312.56,,,,,,
,2,SG3,9203.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- CONTRACTACIÓ,300.0,,300.0,,,300.0,8312.56,,,,,,
,2,SG4,9311.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS.- SERV. ECONÒMICS",1000.0,,1000.0,836.89,524.71,-109.0,8312.56,272.11,,,,,
,2,SG5,1300.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- POLICIA,10000.0,,10000.0,6407.72,6316.97,2957.03,8468.86,,,635.25,,,
,2,SP1,2310.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.-ATEN. PRIMÀRIA,4000.0,,4000.0,2191.49,2191.49,,49.42,1808.51,,,,,
,2,SP1,2410.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- FOR OCUPACIO,2000.0,-1000.0,1000.0,517.24,384.14,,49.42,301.26,,181.5,,,
,2,SP1,3120.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- R.G.A,24000.0,10781.07,34781.07,43368.65,42399.59,-8605.84,36.84,18.26,,,,9362.44,
,2,SP2,3210.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- EDUCACIO,37000.0,,37000.0,32591.56,24880.22,-3975.33,6.05,8383.77,,,,,
,2,SP2,3300.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- SM CULTURA SC,10000.0,,10000.0,2694.24,2112.11,,6.05,7305.76,,,,,
,2,SP2,3322.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ARXIU,500.0,242.61,742.61,288.28,288.28,,6.05,454.33,,,,,
,2,SP2,3341.0,2130001.0,CONSERV. INSTAL·LACIONS CENTRE D'ART I HISTÒRIA HDEZ SANZ,,10000.0,10000.0,10291.02,6775.36,-291.02,6.05,,,,,,
,2,SP3,3400.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ESPORTS,45000.0,,45000.0,61542.39,56679.12,-16542.39,25752.6,,,,,136.17,-106.34
,2,CM1,1652.0,2140001.0,REP.MANT.VEHICLES.-  BRIGADA OBRES,12000.0,,12000.0,11883.24,10585.83,116.76,8.66,,,,,734.78,
,2,SG5,1300.0,2140001.0,REP.MANT.VEHICLES.- POLICIA,18000.0,,18000.0,14008.96,13583.93,3991.04,8468.86,,,,,,
,2,SP1,3120.0,2140001.0,REP.MANT.VEHICLES.- R.G.A,700.0,373.15,1073.15,3583.34,3583.34,-2510.19,36.84,,,,,,
,2,SP2,3210.0,2140001.0,REPARACIÓ DE VEHICLES.- EDUCACIÓ,400.0,,400.0,616.0,616.0,-216.0,6.05,,,,,,
,2,SG2,9206.0,2160001.0,REP.MANT.EQUIPS INFORMATICS.,9000.0,5000.0,14000.0,12160.0,4995.92,1816.0,8312.56,24.0,,,,,
,2,SG1,9120.0,2200001.0,MAT. OFICINA ORDINARI.- ORG. GOVERN,100.0,,100.0,,,100.0,8312.56,,,,,,
,2,SG2,9250.0,2200001.0,MAT. OFICINA ORDINARI.- OAC,500.0,,500.0,10.95,10.95,489.05,8312.56,,,,,,
,2,SG4,9311.0,2200001.0,MAT. OFICINA ORDINARI.- GESTIÓ PRES.,18000.0,16.5,18016.5,18016.5,18016.5,,8312.56,,,,,,
,2,SP1,2310.0,2200001.0,MAT. OFICINA ORDINARI.- ATENCIÓ PRIMARIA,700.0,,700.0,,,700.0,49.42,,,,,181.12,
,2,SP1,3120.0,2200001.0,MAT. OFICINA ORDINARI.- RGA,200.0,,200.0,362.07,362.07,-162.07,36.84,,,,,,
,2,SP3,3400.0,2200001.0,MAT. OFICINA ORDINARI.- ESPORTS,600.0,,600.0,231.65,29.07,368.35,25752.6,,,,,,
,2,SG1,9120.0,2200101.0,"PREMSA,  LLIBRES, SUBSCRIP.- ORG. GOVERN",700.0,,700.0,,,700.0,8312.56,,,,,,
,2,SG4,9311.0,2200101.0,"PREMSA, LLIBRES, SUBSCRIP..- G. PRES.",600.0,,600.0,600.0,600.0,,8312.56,,,,,,
,2,SP2,3322.0,2200101.0,"PREMSA, LLIBRES, SUBSCRIPCIONS- ARXIU",700.0,,700.0,694.54,694.54,,6.05,5.46,,,,,
,2,SG4,9311.0,2200201.0,MAT.INFORMÀTIC CONSUM. - GESTIÓ PRES.,3000.0,,3000.0,3000.0,2414.16,,8312.56,,,,,,
,2,CM1,1650.0,2210001.0,ENERGIA ELECTRICA.-ENLLUMENAT PUBLIC I EDIFICIS MPALS.,950000.0,,950000.0,921337.25,741499.24,,8.66,28662.75,,,,,
,2,SP2,3210.0,2210101.0,SUBMINISTRAMENT D'AIGUA.- EDUCACIÓ,1400.0,1149.03,2549.03,2129.31,1149.03,,6.05,419.72,,,,,
,2,CM1,1652.0,2210301.0,COMBUSTIBLE I CARBURANTS.-  BRIGADA OBRES,20000.0,,20000.0,18494.32,18455.12,-8273.51,8.66,,,9779.19,,3893.7,
,2,CM1,4320.0,2210301.0,COMBUSTIBLES I CARB.- PEIXATERIA,2000.0,,2000.0,,,2000.0,364.93,,,,,,
,2,SG5,1300.0,2210301.0,COMBUSTIBLE I CARBURANTS.- POLICIA,28000.0,,28000.0,24061.49,21275.81,-12061.49,8468.86,,,16000.0,,,
,2,SP1,3110.0,2210301.0,COMBUSTIBLE I CARBURANTS.- LLACER,400.0,57.64,457.64,285.34,285.34,,36.84,34.8,,137.5,,,
,2,SP1,3120.0,2210301.0,COMBUSTIBLE I CARBURANTS.- R.G.A,50000.0,20298.13,70298.13,75168.22,74810.88,-8578.19,36.84,1833.1,,1875.0,,8939.49,
,2,SP2,3210.0,2210301.0,COMBUSTIBLE I CARBURANTS.-EDUCACIO,58000.0,,58000.0,41941.52,28852.74,,6.05,15683.48,,375.0,,3055.78,
,2,SP3,3400.0,2210301.0,COMBUSTIBLE I CARBURANTS.-ESPORTS,70000.0,,70000.0,38703.03,37169.03,30434.47,25752.6,,,862.5,,8534.52,
,2,CM1,1652.0,2210401.0,VESTUARI. -  BRIGADA OBRES,10000.0,,10000.0,14762.19,14697.85,-4762.19,8.66,,,,,707.81,88.44
,2,SG5,1300.0,2210401.0,VESTUARI.-POLICIA,35000.0,137.75,35137.75,19516.17,3506.87,880.88,8468.86,7576.27,,7164.43,,,
,2,SP1,2310.0,2210401.0,"VESTUARI,-ATENCIÓ PRIMÀRIA",350.0,,350.0,99.99,99.99,250.01,49.42,,,,,,
,2,SP1,3120.0,2210401.0,"VESTUARI,-R.G.A",6000.0,,6000.0,4848.68,4774.97,,36.84,1151.32,,,,,
,2,SP2,3210.0,2210401.0,VESTUARI.- EDUCACIÓ,200.0,,200.0,90.21,90.21,,6.05,109.79,,,,,
,2,SP3,3400.0,2210401.0,VESTUARI ESPORTS,5000.0,,5000.0,957.9,957.9,4042.1,25752.6,,,,,,
,2,SP1,3120.0,2210501.0,PRODUCTES ALIMENTICIS.-RGA,160000.0,9102.17,169102.17,134174.2,131270.08,17332.25,36.84,51.38,6900.0,10644.34,,23831.5,
,2,SP1,3120.0,2210601.0,PRODUCTES FARMACÈUTICS.-R.G.A,2500.0,,2500.0,543.34,543.34,1956.66,36.84,,,,,,
,2,SP3,3400.0,2210601.0,PRODUCTES FARMACÈUTICS.-ESPORTS,1000.0,,1000.0,,,1000.0,25752.6,,,,,,
,2,CM3,1512.0,2210901.0,PRODUCTES VARIS.- PROJECTES,800.0,,800.0,739.89,739.89,-19.2,8.66,79.31,,,,,
,2,SG2,9206.0,2210901.0,PRODUCTES VARIS.-  INFORMATICA,4000.0,4000.0,8000.0,7992.17,6256.23,7.83,8312.56,,,,,,
,2,SG4,9311.0,2210901.0,PRODUCTES VARIS.- GESTIO PRESSUP,3000.0,,3000.0,3000.0,3000.0,,8312.56,,,,,,
,2,SG5,1300.0,2210901.0,PRODUCTES VARIS.-  POLICIA,25000.0,,25000.0,30871.37,30515.5,-5871.37,8468.86,,,,,,
,2,SP1,3120.0,2210901.0,PRODUCTES VARIS.- R.G.A,6000.0,,6000.0,5229.22,3289.84,-36.23,36.84,807.01,,,,,
,2,SP3,3400.0,2210901.0,PRODUCTES VARIS.- ESPORTS,9000.0,,9000.0,11265.55,8076.75,-2265.55,25752.6,,,,,,
,2,CM1,4320.0,2211001.0,PRODUCTES HIGIENE.- PEIXATERIA,1000.0,,1000.0,2273.25,2273.25,-1273.25,364.93,,,,,,
,2,SP1,3120.0,2211001.0,PRODUCTES DE HIGIENE.-R.G.A,15000.0,2582.2,17582.2,19807.98,19807.98,-2225.78,36.84,,,,,3033.25,
,2,SG2,9206.0,2220001.0,COMUNICACIONS TELEFÒNIQUES.,81000.0,,81000.0,31669.03,31574.62,11585.55,8312.56,37745.42,,,,,
,2,SG3,9340.0,2220101.0,COM. POSTALS (SEGELLS),,,,,,,8312.56,,,,,,
,2,SG4,9340.0,2220101.0,COM. POSTALS (SEGELLS).- G. FINANCERA,70000.0,,70000.0,49753.22,45475.03,-4037.97,8312.56,24284.75,,,,,
,2,CM1,1624.0,2240001.0,ASSEGURANCES,,,,669.53,669.53,-669.53,8.66,,,,,,
,2,CM1,1652.0,2240001.0,ASSEGURANCES BRIGADA D'OBRES,,,,645.15,645.15,-645.15,8.66,,,,,,
,2,SG2,9202.0,2240001.0,ASSEGURANCES,,,,,,,8312.56,,,,,,
,2,SG3,9202.0,2240001.0,ASSEGURANCES.-SECRETARIA,55000.0,,55000.0,58382.95,58382.95,-3382.95,8312.56,,,,,,
,2,SG5,1300.0,2240001.0,ASSEGURANCES.-POLICIA,8000.0,,8000.0,6339.34,6339.34,-1343.85,8468.86,3004.51,,,,,
,2,SP1,3120.0,2240001.0,ASSEGURANCES.-R.G.A,7500.0,,7500.0,6446.97,6446.97,1053.03,36.84,,,,,,
,2,SP2,3210.0,2240001.0,ASSEGURANCES. VEHICLES EDUCACIÓ,300.0,,300.0,309.62,309.62,-9.62,6.05,,,,,,
,2,SP2,3380.0,2240001.0,ASSEGURANCES.-FESTES,10000.0,,10000.0,3494.83,2307.07,3900.0,6.05,2605.17,,,,,
,2,SP3,3400.0,2240001.0,ASSEGURANCES ESPORTS,4000.0,,4000.0,3325.23,3325.23,674.77,25752.6,,,,,,
,2,CM1,1610.0,2250001.0,TRIBUTS.- AIGUA I SANEJAMENT,15000.0,,15000.0,23034.76,23034.76,-8034.76,8.66,,,,,,47.29
,2,CM1,1610.0,2260001.0,CONCESSIONS ADMINISTRATIVES.-AIGUA,25000.0,,25000.0,11156.93,9362.35,,8.66,13843.07,,,,,
,2,CM1,1624.0,2260001.0,CONCESSIO CANON COSTES - CASETA CREU ROJA,1500.0,,1500.0,203.24,203.24,1296.76,8.66,,,,,,
,2,SG1,9120.0,2260101.0,ATENCIONS REPRESENTATIVES.- ORG. GOV.,10000.0,,10000.0,4602.15,4130.27,5097.19,8312.56,,300.66,,,,
,2,CM1,1721.0,2260201.0,PUBLICITAT I PROPAGANDA.- MEDI AMBIENT,10000.0,,10000.0,9198.5,9150.1,,8.66,301.5,500.0,,,,
,2,CM2,1511.0,2260201.0,PUBLICITAT I PROPAGANDA.-  URBANISME,3000.0,,3000.0,999.69,999.69,2000.31,8.66,,,,,,
,2,SG1,9260.0,2260201.0,PUBLICITAT I PROPAGANDA.-COMUNICACIO,20000.0,481.58,20481.58,23005.14,19726.04,-2779.92,8312.56,256.36,,,,,
,2,SG2,9250.0,2260201.0,PUBLICITAT I PROPAGANDA.- OAC,1000.0,,1000.0,588.97,588.97,320.42,8312.56,90.61,,,,,
,2,SG3,9202.0,2260201.0,PUBLICITAT I PROPAGANDA.- SECRETARIA,300.0,,300.0,257.0,257.0,43.0,8312.56,,,,,,
,2,SG3,9203.0,2260201.0,PUBLICITAT I PROPAGANDA.-CONTRACTACIO,6000.0,,6000.0,4909.93,4733.51,1090.07,8312.56,,,,,,
,2,SG6,4310.0,2260201.0,PUBLICITAT I PROPAGANDA.- COMERÇ,4000.0,943.5,4943.5,4943.5,4334.53,,,,,,,,
,2,SG7,4320.0,2260201.0,PUBLICITAT I PROPAGANDA.- TURISME,6000.0,7059.91,13059.91,11250.64,10013.19,,9.0,1143.77,,665.5,,,
,2,SP1,2310.0,2260201.0,PUBLICITAT I PROPAGANDA.-  ATE.PRIMÀRIA,2000.0,,2000.0,1802.9,1802.9,197.1,49.42,,,,,,
,2,SP1,2410.0,2260201.0,PUBLICITAT I PROPAGANDA.- FORMACIÓ,2000.0,,2000.0,209.09,209.09,,49.42,1790.91,,,,,
,2,SP1,3370.0,2260201.0,PUBLICITAT I PROPAGANDA.-JOVENTUT,1000.0,,1000.0,366.07,104.71,633.93,36.84,,,,,,
,2,SP2,3210.0,2260201.0,PUBLICITAT I PROPAGANDA.- EDUCACIO,300.0,,300.0,,,,6.05,300.0,,,,,
,2,SP2,3260.0,2260201.0,PUBLICITAT I PROPAGANDA.- ESC.MUNICIPALS,,,,1398.03,1369.81,-1500.0,6.05,101.97,,,,,
,2,SP2,3322.0,2260201.0,PUBLICITAT I PROPAGANDA.- ARXIU,500.0,,500.0,,,,6.05,500.0,,,,,
,2,SP2,3344.0,2260201.0,PUBLICITAT I PROPAGANDA.- PROMO. CULT.,14800.0,,14800.0,7787.15,7787.15,,6.05,7012.85,,,,,
,2,SP2,3380.0,2260201.0,PUBLICITAT I PROPAGANDA.- FESTES,24000.0,,24000.0,21788.91,10094.72,1653.55,6.05,106.21,451.33,,,,
,2,CM2,1511.0,2260401.0,DESPESES JURÍDIQUES.-URBANISME,2500.0,,2500.0,2491.09,2246.59,8.91,8.66,,,,,,
,2,SG3,9202.0,2260401.0,DESPESES JURIDIQUES.- SECRETARIA,18000.0,,18000.0,9986.44,8299.58,8013.56,8312.56,,,,,,458.56
,2,SG2,9205.0,2260601.0,"REUNIONS, CONFERÈNCIES I CURSOS - RRHH",4000.0,,4000.0,,,4000.0,8312.56,,,,,,
,2,CM1,1621.0,2269901.0,ALTRES DESPESES VARIES.-RSU,30000.0,,30000.0,29932.39,29046.67,-660.66,8.66,728.27,,,,,
,2,CM1,1652.0,2269901.0,ALTRES DESPESES VÀRIES.- BRIGADA D'OBRES,10000.0,,10000.0,5662.95,5545.52,4337.05,8.66,,,,,8854.36,
,2,CM1,1721.0,2269901.0,ALTRES DESPESES VÀRIES.- MEDI AMBIENT,20000.0,,20000.0,20104.71,20080.51,-240.41,8.66,135.7,,,,,
,2,CM1,4320.0,2269901.0,ALTRES DESPESES VÀRIES.- PEIXATERIA,10000.0,,10000.0,10361.82,10361.82,-361.82,364.93,,,,,1912.86,
,2,CM2,1511.0,2269901.0,ALTRES DESPESES VÀRIES.- URBANISME,4500.0,,4500.0,5069.13,5047.63,-569.13,8.66,,,,,,
,2,CM3,1512.0,2269901.0,ALTRES DESPESES VÀRIES.- OBRA PUBLICA,,,,,,,8.66,,,,,,
,2,SG1,9120.0,2269901.0,ALTRES DESPESES VÀRIES.- ORG GOVERN,15000.0,66.0,15066.0,66191.57,64945.66,-52625.57,8312.56,,1500.0,,,,
,2,SG1,9260.0,2269901.0,ALTRES DESPESES VÀRIES.- COMUNICACIÓ,25000.0,,25000.0,24864.86,16692.51,,8312.56,135.14,,,,,
,2,SG2,9205.0,2269901.0,ALTRES DESPESES VÀRIES.- RRHH,1500.0,,1500.0,1688.4,1688.4,-188.4,8312.56,,,,,,
,2,SG2,9206.0,2269901.0,ALTRES DESPESES VÀRIES.- INFORMATICA,2500.0,2500.0,5000.0,2784.65,2764.97,173.9,8312.56,2041.45,,,,,
,2,SG2,9250.0,2269901.0,ALTRES DESPESES VÀRIES.- OAC,700.0,,700.0,48.4,48.4,-24.2,8312.56,675.8,,,,,
,2,SG3,9202.0,2269901.0,ALTRES DESPESES VÀRIES.- SECRETARIA,4800.0,30.0,4830.0,7169.35,7169.35,-2339.35,8312.56,,,,,,
,2,SG3,9203.0,2269901.0,ALTRES DESPESES VÀRIES.- CONTRACTACIÓ,2000.0,,2000.0,356.84,356.84,1643.16,8312.56,,,,,,
,2,SG4,9311.0,2269901.0,ALTRES DESPESES VÀRIES.- GESTIO PRESSUPOSTARIA,1000.0,,1000.0,601.42,575.96,-93.85,8312.56,492.43,,,,,
,2,SG4,9340.0,2269901.0,ALTRES DESPESES VÀRIES.- G. FINANCERA,3000.0,112.5,3112.5,267.64,267.64,112.5,8312.56,2732.36,,,,,
,2,SG5,1300.0,2269901.0,ALTRES DESPESES VÀRIES.- POLICIA,16000.0,,16000.0,17902.55,15796.63,-2042.01,8468.86,139.46,,,,,1183.38
,2,SG6,4310.0,2269901.0,ALTRES DESPESES VÀRIES.- COMERÇ,38000.0,,38000.0,35000.0,26042.26,,,,,3000.0,,53.24,
,2,SG7,4320.0,2269901.0,ALTRES DESPESES VÀRIES.- TURISME,25000.0,9000.0,34000.0,21101.3,21101.3,3711.7,9.0,9145.27,,41.73,,,
,2,SP1,1640.0,2269901.0,ALTRES DESPESES VÀRIES.- SANITAT,300.0,,300.0,317.79,317.79,-54.86,195.14,37.07,,,,,
,2,SP1,2310.0,2269901.0,ALTRES DESPESES VÀRIES.- ATENCIO PRIMÀRIA,30000.0,2373.06,32373.06,28740.45,26527.57,-271.88,49.42,2735.73,1168.76,,,4949.54,
,2,SP1,2311.0,2269901.0,ALTRES DESPESES VÀRIES.- MEDIACIO SOCIAL,6100.0,380.82,6480.82,5757.89,5257.89,-50.0,49.42,772.93,,,,2645.0,
,2,SP1,2410.0,2269901.0,ALTRES DESPESES VÀRIES.- FORMACIÓ I OCUPACIÓ,70000.0,-46908.53,23091.47,22119.5,19147.31,,49.42,971.41,,0.56,,,
,2,SP1,3110.0,2269901.0,ALTRES DESPESES VÀRIES.- SANITAT,4300.0,,4300.0,3031.64,3031.64,-57.75,36.84,1326.11,,,,169.48,
,2,SP1,3120.0,2269901.0,ALTRES DESPESES VÀRIES.- RGA,2500.0,194.57,2694.57,1888.99,1888.99,,36.84,,805.58,,,39.33,
,2,SP1,3370.0,2269901.0,ALTRES DESPESES VARIES.-JOVENTUT,15000.0,1351.44,16351.44,15516.77,13705.55,83.91,36.84,750.76,,,,,
,2,SP2,3210.0,2269901.0,ALTRES DESPESES VÀRIES.- EDUCACIÓ,25000.0,435.6,25435.6,28994.84,27288.22,-4463.04,6.05,903.8,,,,7596.1,
,2,SP2,3260.0,2269901.0,ALTRES DESPESES VÀRIES.- ESCOLES MPALS,,2000.0,2000.0,2891.65,2891.65,-2906.75,6.05,2000.0,15.1,,,1257.41,
,2,SP2,3322.0,2269901.0,ALTRES DESPESES VARIES.-ARXIU,15000.0,5708.0,20708.0,11864.16,8627.02,1310.04,6.05,5479.84,,2053.96,,,
,2,SP2,3341.0,2269901.0,ALTRES DESPESES VÀRIES- CENTRE D'ART HDEZ SANZ,,34000.0,34000.0,33857.7,26030.96,142.3,6.05,,,,,,
,2,SP2,3344.0,2269901.0,ALTRES DESPESES VARIES.-PROMO. CULT.,40000.0,,40000.0,31069.1,26048.38,2304.15,6.05,6599.86,26.89,,,,
,2,SP2,3346.0,2269901.0,ALTRES DESPESES VARIES.-NORMAL. LING.,1000.0,,1000.0,18.51,18.51,981.49,6.05,,,,,,
,2,SP2,3380.0,2269901.0,FESTES POPULARS.- FESTES,151600.0,8803.05,160403.05,164630.09,164528.22,-8745.28,6.05,50.0,4468.24,,,1513.55,
,2,SP3,3400.0,2269901.0,ALTRES DESPESES VÀRIES.- ESPORTS,15000.0,-3219.67,11780.33,8445.69,8124.95,3034.64,25752.6,300.0,,,,169.48,
,2,SG5,1300.0,2269902.0,DESPESES PROTECCIO CIVIL POLICIA,10000.0,,10000.0,4856.19,4511.28,5143.81,8468.86,,,,,,
,2,CM1,1651.0,2270001.0,CONTR. SERVEI DE NETEJA EDIFICIS.- C I M.A,800000.0,61310.61,861310.61,729205.84,651946.73,-78160.31,8.66,131.37,71592.07,138541.64,,113336.68,
,2,CM1,1610.0,2270301.0,CONTR.SERV.CONCESSIONS.-AIGUA I SANEJ.,1865000.0,,1865000.0,,,1865000.0,1865000.0,,,,,,
,2,CM1,1621.0,2270301.0,CONTR.SERV.CONCESSIONS.-RSU,2600000.0,431071.14,3031071.14,2801962.41,2586426.84,218140.57,8.66,10968.16,,,,215535.57,
,2,SG5,1300.0,2270301.0,CONTR.SERV.CONCESSIONS.-POLICIA,480000.0,24345.05,504345.05,500408.41,500408.41,3936.64,3936.64,,,,,,
,2,SP1,1640.0,2270301.0,CONTR.SERV. CONCESSIONS.-CEMENTERIS,175750.0,258643.03,434393.03,434393.03,369248.42,,,,,,65144.61,,
,2,SP2,3322.0,2270301.0,CONTRACT. SERVEIS.- PALAU OLIVER,,79148.54,79148.54,15000.0,15000.0,,,15000.0,,49148.54,,,
,2,SP1,1640.0,2270302.0,CONTR.SERV. CONCES.-CEMENT.- RET. CONC.- VINC INGR 32905,226025.0,,226025.0,,,226025.0,226025.0,,,,,,
,2,SG4,9340.0,2270401.0,DESPESES CUSTODIA I MANTENIMENT C/C,10000.0,,10000.0,4665.99,4665.99,3283.52,8312.56,2050.49,,,,,
,2,CM1,1651.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC. MEDI AMBIEN,,,,,,,8.66,,,,,,
,2,CM1,1652.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC..- BRIG. OBRES,20000.0,,20000.0,13679.23,13679.23,6320.77,8.66,,,,,,
,2,CM1,1710.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.PARCS I JARDINS,280000.0,,280000.0,111923.52,111923.52,-85378.22,8.66,,,253454.7,,116229.6,
,2,CM2,1511.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- URBANISME,45000.0,11011.0,56011.0,9676.0,9676.0,10334.3,8.66,5908.0,,30092.7,,,
,2,CM3,1512.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- OBRA PÚB.,20000.0,,20000.0,7947.89,7911.59,,8.66,12052.11,,,,,
,2,SG1,9120.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- ORG. GOVERN,21000.0,,21000.0,16578.72,16578.72,4421.22,8312.56,0.04,,0.02,,,
,2,SG1,9260.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.-COMUNICAC.,25000.0,-1000.0,24000.0,4681.11,4681.11,,8312.56,19318.89,,,,,
,2,SG2,9205.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC. RRHH,25000.0,,25000.0,,,-6500.0,8312.56,,,31500.0,,,
,2,SG2,9206.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- INFORMATI.,156000.0,13315.78,169315.78,180655.76,158704.96,-12324.52,8312.56,984.54,,,,,
,2,SG3,9202.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- SECRETARIA,12000.0,5394.87,17394.87,16637.09,13939.66,757.77,8312.56,,,0.01,,,
,2,SG4,4320.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- MERCATS,10000.0,,10000.0,9350.66,9350.66,,,649.34,,,,1827.14,
,2,SG4,9311.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- GESTIO PRESSUPOSTÀRIA,,,,,,-16819.0,8312.56,,,16819.0,,,
,2,SG4,9340.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- TRESORERIA-RECAPTACIÓ,970000.0,-239377.11,730622.89,328580.44,286746.82,59745.74,8312.56,242296.71,,,,,
,2,SG5,1300.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- POLICIA,37000.0,10562.8,47562.8,33138.84,31815.32,3861.14,8468.86,,,10562.82,,,
,2,SG6,4310.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- COMERÇ,2000.0,,2000.0,2000.0,1552.51,,,,,,,,
,2,SG7,4320.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- TURISME,2000.0,,2000.0,5702.7,5702.7,-3702.7,9.0,,,,,,
,2,SP1,2310.0,2270601.0,CONTR.SERV.ESTUD.TRAB.TEC.- ATENCIÓ PRIMÀRIA,35600.0,-32200.0,3400.0,99.93,,,49.42,3300.07,,,,,
,2,SP2,3322.0,2270601.0,CONTR.SERV.ESTUD.TREB.TEC.- ARXIU,6500.0,,6500.0,8908.76,8445.29,-2408.76,6.05,,,,,,
,2,SG2,9205.0,2270602.0,CONTR.SERV. - RRHH.,1000.0,,1000.0,,,1000.0,8312.56,,,,,,
,2,SG5,1300.0,2270602.0,CONTR.SERV.GRUA- POLICIA,45000.0,,45000.0,17785.66,16163.05,11786.84,11786.84,,,15427.5,,,232.89
,2,CM1,1621.0,2279901.0,ALTRES TREBALLS PER ALTRES.- RSU,60000.0,153.39,60153.39,28040.81,25086.66,-795.74,8.66,26908.32,,6000.0,,296.45,137.53
